#{"t_start": 1702104075.460168, "env_id": "None"}
r,l,t
3480.0,102,56.653918
2230.0,60,56.672
2010.0,46,56.688425
2170.0,64,56.70841
2490.0,138,56.733907
3230.0,77,56.753889
3250.0,129,56.778907
1110.0,77,56.798808
2130.0,200,57.085688
3480.0,98,57.110384
2130.0,196,57.14454
3530.0,119,57.171031
2380.0,81,57.195203
1140.0,108,57.221056
1000.0,68,57.244272
1970.0,40,57.262483
990.0,107,57.287013
2220.0,79,57.308159
1080.0,66,57.328251
2210.0,190,57.361885
1850.0,62,57.381475
1070.0,61,57.400237
2230.0,72,57.420494
3240.0,48,57.438263
3160.0,172,57.470475
1170.0,71,57.491019
2150.0,268,57.800551
2240.0,105,57.828223
1080.0,30,57.843947
5700.0,168,57.876313
2360.0,129,57.904892
3270.0,113,57.930621
3480.0,104,57.955336
2170.0,96,57.979881
3530.0,307,58.024821
2270.0,102,58.048052
1160.0,134,58.073615
3450.0,105,58.096422
3440.0,226,58.131564
2150.0,102,58.154133
2130.0,114,58.177805
2110.0,30,58.192598
1990.0,60,58.213921
2270.0,92,58.236643
3420.0,106,58.518329
1020.0,54,58.537906
2220.0,163,58.570831
4250.0,130,58.597677
3800.0,194,58.630105
1020.0,164,58.660322
2150.0,62,58.679672
1090.0,43,58.698368
1970.0,68,58.719512
1980.0,61,58.737803
2350.0,82,58.761669
2370.0,78,58.782617
4490.0,252,58.820374
1190.0,49,58.837698
2380.0,113,58.86397
2060.0,123,58.888624
2130.0,44,58.904982
2060.0,53,58.924562
1050.0,135,58.950443
1230.0,83,59.23044
900.0,126,59.258224
2120.0,51,59.276546
2080.0,37,59.293653
2150.0,52,59.312221
2220.0,53,59.331625
3590.0,117,59.357625
1210.0,197,59.392137
4690.0,188,59.430777
980.0,110,59.457479
1100.0,94,59.48087
2000.0,161,59.51107
1060.0,62,59.530202
1080.0,58,59.550416
2170.0,68,59.569195
2070.0,122,59.59392
2420.0,225,59.628765
1950.0,12,59.642889
1010.0,37,59.665467
1180.0,52,59.683874
4440.0,219,59.718536
1050.0,71,60.006914
980.0,76,60.029522
2230.0,64,60.051022
2210.0,78,60.071955
1090.0,27,60.088068
2180.0,51,60.109564
2180.0,39,60.126819
3160.0,76,60.151359
2150.0,132,60.181764
5520.0,134,60.212182
2470.0,102,60.238201
2140.0,43,60.257323
2180.0,105,60.283699
3250.0,155,60.316512
1120.0,94,60.343103
990.0,39,60.361928
4580.0,221,60.402577
1110.0,53,60.42323
2080.0,93,60.447314
2260.0,73,60.470914
3470.0,105,60.496728
2460.0,129,60.523876
2160.0,103,60.804036
2250.0,120,60.831174
2170.0,66,60.850589
1060.0,40,60.866834
2330.0,108,60.890172
3230.0,145,60.917176
2290.0,88,60.9404
2050.0,28,60.955251
1150.0,43,60.976117
2340.0,67,60.997804
2050.0,54,61.016928
2080.0,99,61.04172
1030.0,73,61.062734
2020.0,61,61.08446
3110.0,57,61.104073
3610.0,205,61.138664
2250.0,72,61.158888
2180.0,105,61.181662
1930.0,98,61.203799
3480.0,164,61.236771
2320.0,123,61.263631
3330.0,133,61.289644
2130.0,40,61.305559
2190.0,132,61.611047
2000.0,23,61.62819
2210.0,80,61.655852
2340.0,289,61.702074
2150.0,82,61.726537
1000.0,74,61.749145
2360.0,123,61.776777
3390.0,285,61.824457
2010.0,64,61.846095
4350.0,116,61.873377
2030.0,74,61.893817
2190.0,54,61.912093
1120.0,80,61.933246
1960.0,107,61.956705
1090.0,53,61.975024
940.0,72,61.995059
3210.0,113,62.018982
1080.0,94,62.040762
2230.0,42,62.057076
1140.0,66,62.077126
2040.0,81,62.352745
6360.0,330,62.404721
1210.0,41,62.424118
3710.0,121,62.454479
1160.0,88,62.478959
2380.0,191,62.511422
1130.0,61,62.530236
2220.0,53,62.549893
2210.0,54,62.568451
1090.0,63,62.589609
3740.0,154,62.618407
5050.0,206,62.653309
2180.0,153,62.68526
1220.0,78,62.708323
6500.0,187,62.742674
2550.0,266,63.041107
1190.0,89,63.064875
2280.0,153,63.093408
2750.0,156,63.122191
4490.0,142,63.152335
1080.0,62,63.17148
1010.0,497,63.237849
1060.0,102,63.260938
1130.0,65,63.279601
3420.0,100,63.304585
2330.0,94,63.327037
3570.0,117,63.350714
2150.0,38,63.366994
2290.0,76,63.390551
1130.0,95,63.412512
2090.0,76,63.433189
3510.0,119,63.457226
1190.0,63,63.735584
1190.0,41,63.754393
2100.0,57,63.775779
1080.0,32,63.791211
2220.0,47,63.808256
3160.0,84,63.82925
1120.0,64,63.848986
1140.0,64,63.867405
1090.0,255,63.906808
2100.0,37,63.922975
2100.0,87,63.945898
3170.0,115,63.972845
1110.0,43,63.992253
1070.0,131,64.022674
2260.0,91,64.047992
2160.0,181,64.082478
980.0,28,64.099734
3550.0,169,64.13475
2650.0,102,64.16095
3550.0,109,64.185912
2230.0,66,64.205357
1970.0,162,64.236452
1960.0,73,64.256223
2090.0,52,64.528216
990.0,35,64.545538
1160.0,40,64.562274
2360.0,97,64.58504
2250.0,120,64.613844
2240.0,71,64.635474
1040.0,64,64.659813
4300.0,225,64.70033
3550.0,163,64.735402
2050.0,140,64.765448
3790.0,183,64.797443
1020.0,56,64.815511
3320.0,98,64.838533
1220.0,36,64.855722
2780.0,181,64.888969
3160.0,80,64.909902
3350.0,115,64.934652
1190.0,71,64.953711
990.0,83,64.974789
2090.0,30,64.989942
3620.0,118,65.268921
2150.0,72,65.290487
2480.0,103,65.31515
2220.0,89,65.337678
2180.0,63,65.357185
3460.0,150,65.384584
2210.0,40,65.400943
3430.0,173,65.433778
1060.0,78,65.453795
2230.0,82,65.474073
2500.0,115,65.497932
1050.0,39,65.513932
3460.0,90,65.537839
3140.0,112,65.562626
3160.0,104,65.589294
1130.0,57,65.607156
2230.0,178,65.637935
2150.0,110,65.661217
5560.0,126,65.686217
2380.0,185,65.717171
2070.0,40,65.733316
1090.0,45,66.001258
3850.0,205,66.03641
1010.0,113,66.060408
1230.0,51,66.077533
4430.0,134,66.105154
1100.0,74,66.124693
2130.0,36,66.140341
2040.0,31,66.156851
3470.0,393,66.209797
3110.0,53,66.227529
2260.0,113,66.253295
2110.0,86,66.274
1010.0,87,66.294644
3500.0,118,66.318722
2190.0,94,66.340574
1020.0,42,66.356715
2350.0,92,66.379612
1060.0,68,66.398987
3180.0,160,66.42713
2320.0,101,66.701524
2100.0,73,66.723103
4210.0,268,66.764834
2060.0,39,66.781704
2230.0,208,66.819928
2110.0,44,66.836659
1070.0,137,66.864252
1120.0,70,66.883393
970.0,45,66.899735
1130.0,37,66.91531
1090.0,63,66.93353
3360.0,154,66.961327
2120.0,31,66.976486
2130.0,52,66.994957
1050.0,107,67.018755
2570.0,140,67.044747
2380.0,129,67.069753
6010.0,273,67.109931
2110.0,32,67.124975
1100.0,100,67.14775
1120.0,70,67.41938
3480.0,92,67.443493
2470.0,166,67.473099
930.0,125,67.49784
2150.0,98,67.519587
2350.0,86,67.540204
3290.0,121,67.564319
1140.0,120,67.588311
2360.0,123,67.612845
2020.0,39,67.629254
2100.0,61,67.649619
2050.0,150,67.676759
3330.0,195,67.709006
2180.0,101,67.731457
2050.0,120,67.756128
2060.0,27,67.770789
1000.0,60,67.792554
1130.0,69,67.812644
1130.0,51,67.831405
3320.0,138,67.857763
4640.0,133,68.137484
2110.0,38,68.155457
2180.0,163,68.186226
2120.0,51,68.203692
4570.0,214,68.238185
1140.0,42,68.254529
2080.0,71,68.276265
2190.0,134,68.303237
2270.0,138,68.329534
2170.0,72,68.349043
2300.0,73,68.368396
2290.0,92,68.392124
2140.0,123,68.417568
2200.0,63,68.436676
2090.0,40,68.453579
1080.0,116,68.478051
2200.0,125,68.50283
2110.0,328,68.547951
4730.0,176,68.830998
3250.0,73,68.853712
2450.0,116,68.878397
3590.0,163,68.907399
1110.0,49,68.924445
2050.0,100,68.948012
2150.0,34,68.963624
2130.0,108,68.990038
1060.0,66,69.008823
960.0,80,69.028944
2340.0,137,69.055547
2050.0,102,69.078623
2150.0,84,69.09929
6620.0,163,69.127966
3530.0,123,69.152858
2420.0,113,69.176964
3950.0,135,69.204522
1160.0,54,69.225383
2300.0,101,69.252597
2360.0,109,69.279286
1060.0,62,69.301213
4690.0,130,69.582242
1080.0,114,69.61259
2200.0,59,69.631987
2170.0,80,69.652824
4380.0,167,69.681803
5410.0,189,69.713293
2210.0,116,69.737386
3570.0,131,69.762846
2150.0,50,69.780133
2220.0,195,69.813856
2360.0,155,69.841635
2270.0,212,69.875194
2170.0,50,69.892455
1030.0,103,69.915783
2080.0,63,69.934016
2070.0,52,69.951143
2220.0,49,69.96889
1870.0,66,69.989962
1100.0,104,70.275861
2190.0,44,70.298502
2160.0,69,70.326366
2410.0,128,70.355363
3660.0,128,70.38318
1040.0,116,70.408169
950.0,97,70.430894
3510.0,179,70.46124
1980.0,59,70.479614
3380.0,136,70.508333
2100.0,35,70.523925
970.0,93,70.546259
2140.0,111,70.570096
3860.0,196,70.603931
2080.0,45,70.621006
1160.0,40,70.63798
2130.0,74,70.660072
2270.0,56,70.678569
1100.0,58,70.696314
2250.0,40,70.714974
2260.0,85,70.737074
2090.0,134,70.762662
2210.0,118,71.039629
4680.0,169,71.070759
2270.0,146,71.098106
3320.0,74,71.117927
3640.0,220,71.153232
1150.0,57,71.171257
2200.0,59,71.191938
1990.0,56,71.209538
970.0,109,71.233742
2300.0,127,71.258592
1060.0,52,71.275734
1040.0,40,71.29175
1100.0,80,71.311927
2110.0,78,71.332116
2060.0,51,71.349216
1180.0,92,71.371064
1060.0,42,71.388372
3620.0,142,71.417984
2100.0,43,71.434976
3430.0,151,71.464123
3430.0,191,71.495482
1150.0,35,71.511626
2220.0,53,71.781787
970.0,105,71.807387
1060.0,80,71.827611
2080.0,65,71.846435
2030.0,108,71.871601
2230.0,92,71.893743
2150.0,92,71.914947
2160.0,111,71.938888
2330.0,86,71.959561
3620.0,164,71.99088
5050.0,218,72.026258
2390.0,96,72.048629
1030.0,33,72.064336
2230.0,150,72.094273
2020.0,27,72.109014
1040.0,44,72.129313
1050.0,91,72.152019
1080.0,128,72.177469
2350.0,112,72.200962
2070.0,80,72.221006
4890.0,236,72.516532
1100.0,142,72.545919
3370.0,89,72.5672
1990.0,64,72.589552
3560.0,146,72.621811
2160.0,47,72.640873
4550.0,158,72.670684
3380.0,148,72.698547
2330.0,124,72.723435
1040.0,72,72.742698
2480.0,75,72.763594
1020.0,56,72.783038
3640.0,112,72.806635
2170.0,88,72.827697
2180.0,97,72.849654
2150.0,156,72.877601
2450.0,204,72.910598
1080.0,92,72.932233
3270.0,67,73.20449
2220.0,103,73.229514
1110.0,63,73.248778
2220.0,43,73.265118
3490.0,351,73.314003
2400.0,93,73.33597
1180.0,46,73.352624
2160.0,45,73.371157
2130.0,26,73.388218
2130.0,106,73.414164
2110.0,64,73.432762
2440.0,103,73.45541
2190.0,138,73.48157
3060.0,74,73.501156
780.0,62,73.520477
2090.0,82,73.54116
2500.0,83,73.561781
3480.0,120,73.585987
2060.0,63,73.604468
2210.0,60,73.625479
4610.0,120,73.651247
2110.0,156,73.680812
2090.0,80,73.954207
2090.0,58,73.974363
5710.0,187,74.006093
980.0,90,74.027372
2160.0,89,74.048588
2170.0,50,74.065547
5130.0,184,74.097421
2070.0,70,74.116684
4330.0,90,74.13828
1040.0,66,74.157324
5490.0,139,74.183501
4630.0,164,74.212343
1170.0,59,74.230547
2000.0,31,74.247216
3100.0,82,74.270039
2030.0,44,74.286511
1090.0,43,74.304004
2760.0,123,74.328703
2300.0,137,74.355009
2160.0,49,74.372074
2230.0,152,74.399517
2010.0,16,74.413104
1040.0,68,74.435644
2430.0,162,74.718424
3610.0,123,74.745382
2180.0,73,74.765586
5650.0,213,74.799734
1070.0,69,74.818961
2010.0,54,74.836784
2020.0,63,74.855586
2240.0,99,74.87904
3470.0,121,74.903674
2250.0,68,74.922902
4390.0,98,74.9454
4310.0,170,74.974891
3890.0,187,75.005979
2100.0,143,75.032748
2130.0,130,75.05787
3320.0,160,75.086297
1100.0,34,75.101964
3210.0,161,75.38823
3410.0,111,75.413943
3520.0,124,75.439791
2220.0,79,75.460538
1970.0,14,75.4742
3340.0,164,75.50752
2060.0,27,75.523697
1050.0,77,75.551371
1000.0,48,75.569722
3890.0,167,75.601149
2160.0,57,75.620597
2560.0,127,75.646288
1960.0,15,75.659868
1010.0,125,75.687469
3210.0,55,75.705406
7490.0,330,75.751748
3320.0,140,75.778452
1240.0,80,75.799043
1940.0,51,75.816536
4650.0,298,76.113101
2070.0,164,76.144305
2120.0,37,76.160531
2180.0,69,76.182207
2030.0,120,76.206496
3290.0,97,76.228398
2240.0,123,76.253124
1070.0,73,76.27267
2010.0,58,76.29163
2070.0,88,76.312752
2120.0,51,76.330665
3430.0,123,76.35679
1200.0,74,76.376386
2500.0,121,76.401675
2200.0,81,76.421924
2320.0,77,76.443796
2310.0,104,76.467264
2160.0,51,76.484506
2180.0,59,76.503558
2260.0,81,76.524214
2430.0,180,76.554592
2190.0,56,76.572208
2160.0,55,76.59253
2130.0,30,76.85934
4820.0,225,76.89622
2470.0,100,76.918943
3360.0,188,76.950877
2280.0,79,76.971073
3480.0,130,76.999226
1030.0,39,77.014987
1120.0,60,77.034802
1120.0,76,77.055427
1120.0,56,77.074552
2190.0,76,77.094607
2610.0,212,77.127966
2150.0,122,77.152568
1070.0,83,77.173111
3100.0,50,77.190947
2380.0,187,77.226128
1080.0,148,77.257024
2130.0,50,77.274678
2510.0,94,77.296776
3700.0,178,77.580279
1150.0,69,77.603488
1120.0,66,77.622316
2060.0,57,77.641055
5680.0,166,77.670347
2540.0,123,77.695226
1090.0,67,77.714362
2220.0,165,77.743946
2280.0,99,77.766042
3430.0,153,77.793979
1100.0,66,77.81316
2180.0,77,77.835211
2190.0,116,77.85996
2280.0,63,77.878572
2120.0,41,77.895181
2050.0,80,77.9158
1170.0,61,77.933989
1070.0,127,77.958988
3660.0,178,77.990228
2030.0,106,78.013246
3610.0,171,78.294462
1120.0,64,78.314987
1060.0,50,78.332421
2210.0,84,78.3539
1130.0,75,78.373599
1020.0,56,78.391365
3100.0,100,78.413991
1140.0,50,78.43121
1080.0,30,78.447464
3490.0,125,78.474714
2190.0,58,78.492967
2160.0,65,78.514176
4620.0,183,78.545288
2090.0,30,78.560284
2210.0,76,78.583333
2190.0,86,78.604863
2100.0,27,78.620228
2500.0,119,78.648215
3090.0,71,78.667759
3230.0,197,78.69975
2170.0,206,78.733037
3460.0,250,79.021961
2070.0,70,79.043464
2200.0,85,79.065411
3150.0,63,79.083766
1980.0,19,79.097594
2110.0,86,79.121972
3320.0,94,79.144262
2440.0,107,79.169553
3320.0,146,79.19654
1150.0,51,79.213573
2190.0,44,79.230834
930.0,53,79.250883
3300.0,180,79.282091
2100.0,25,79.296581
2180.0,57,79.318258
2200.0,57,79.336834
2040.0,49,79.354389
2000.0,95,79.377958
3450.0,147,79.405094
7290.0,354,79.453458
2190.0,120,79.477976
3160.0,90,79.753532
4790.0,374,79.806688
4440.0,169,79.836442
1020.0,42,79.853077
1050.0,45,79.870806
1110.0,41,79.889724
3380.0,126,79.916892
3400.0,110,79.940095
1050.0,33,79.955312
3800.0,134,79.98428
2200.0,75,80.004026
3400.0,88,80.025029
3210.0,71,80.044235
2490.0,78,80.064377
3500.0,132,80.090119
4840.0,215,80.124734
1950.0,10,80.137742
980.0,112,80.165556
3300.0,58,80.183494
2130.0,84,80.203984
2530.0,162,80.487037
2070.0,64,80.508292
2120.0,69,80.527633
1190.0,47,80.544288
1060.0,34,80.560961
2210.0,108,80.585702
2090.0,88,80.606841
1030.0,41,80.622714
2360.0,65,80.643517
3530.0,147,80.670827
4780.0,187,80.702065
3320.0,128,80.727283
2030.0,108,80.750548
1010.0,105,80.774756
4790.0,156,80.804361
4500.0,117,80.828967
1960.0,35,80.844882
1060.0,106,80.86899
1090.0,67,80.887924
1010.0,71,80.909368
2460.0,105,80.933128
2130.0,46,80.950106
2150.0,104,81.224516
2340.0,191,81.25824
1090.0,105,81.281594
2230.0,56,81.299554
3110.0,121,81.324247
4720.0,221,81.358838
1050.0,57,81.377056
2060.0,75,81.399823
1100.0,66,81.4186
2480.0,125,81.443986
2060.0,129,81.469316
3290.0,69,81.488357
2430.0,110,81.514067
1200.0,44,81.530546
2090.0,32,81.547843
2120.0,51,81.567093
1060.0,148,81.594712
1120.0,66,81.613726
4500.0,223,81.650651
3210.0,45,81.667308
1090.0,61,81.937578
3350.0,97,81.961977
6080.0,224,81.997454
1920.0,75,82.017485
2020.0,105,82.040377
1120.0,104,82.063373
1110.0,51,82.080777
3110.0,67,82.101855
3540.0,86,82.123716
2220.0,195,82.155951
2130.0,56,82.174043
1030.0,29,82.189776
2220.0,69,82.21038
1190.0,59,82.228889
3460.0,112,82.252814
2160.0,113,82.276468
2300.0,95,82.298215
2480.0,79,82.318557
1240.0,58,82.336856
2200.0,81,82.35716
2210.0,96,82.379152
3530.0,133,82.405731
2120.0,43,82.675894
2460.0,113,82.701634
2480.0,113,82.726974
1070.0,147,82.755224
2080.0,29,82.77044
2100.0,147,82.801729
2290.0,92,82.823063
3430.0,171,82.852702
1100.0,42,82.869197
1090.0,31,82.886326
2250.0,150,82.914947
2440.0,111,82.938402
1050.0,47,82.955428
2080.0,93,82.977031
2130.0,58,82.994887
3220.0,70,83.014654
1910.0,48,83.033675
4620.0,153,83.063941
2140.0,45,83.081195
1190.0,41,83.100343
4870.0,160,83.12922
1230.0,83,83.151812
4950.0,234,83.448658
2170.0,114,83.475691
1070.0,33,83.491271
1140.0,38,83.508014
4460.0,99,83.530123
2180.0,45,83.546617
3440.0,116,83.572639
5010.0,176,83.605578
2250.0,58,83.623471
2590.0,128,83.648925
4660.0,127,83.673996
2360.0,119,83.69845
1950.0,20,83.712608
2040.0,71,83.736349
1060.0,72,83.755676
1970.0,20,83.77124
3480.0,138,83.80225
6180.0,236,83.839096
2490.0,82,83.859955
2060.0,37,83.878053
1150.0,47,83.898221
3800.0,150,84.180144
2010.0,78,84.203058
1230.0,43,84.219762
2580.0,171,84.251735
4670.0,124,84.276653
2090.0,46,84.293597
5450.0,151,84.323742
2180.0,63,84.342199
2480.0,113,84.365674
2140.0,67,84.384527
2040.0,53,84.403031
2290.0,54,84.421707
1020.0,190,84.456653
3380.0,62,84.478142
3160.0,128,84.504902
2120.0,69,84.524215
5410.0,109,84.547503
3360.0,124,84.572105
2200.0,37,84.589089
1010.0,35,84.606551
1010.0,77,84.627694
3430.0,133,84.653767
2220.0,79,84.674115
1190.0,57,84.945835
5300.0,211,84.981505
2060.0,81,85.002298
1210.0,51,85.019858
2220.0,119,85.045401
2150.0,46,85.062491
1190.0,49,85.082979
1060.0,64,85.101499
3570.0,159,85.131676
940.0,98,85.15404
2320.0,85,85.174938
2050.0,56,85.192683
1110.0,37,85.209172
5880.0,178,85.24274
5230.0,298,85.285557
2190.0,50,85.303125
2220.0,59,85.323312
2200.0,99,85.347337
2330.0,58,85.365512
2210.0,236,85.655539
4980.0,161,85.686435
3680.0,178,85.717219
2160.0,51,85.734726
2100.0,59,85.754219
2050.0,34,85.772965
3700.0,128,85.800851
1130.0,115,85.824846
2120.0,27,85.839753
2170.0,48,85.858634
3060.0,92,85.880655
2130.0,34,85.896284
2530.0,88,85.919855
2150.0,32,85.935055
2200.0,87,85.958935
3380.0,128,85.985227
2040.0,69,86.00429
2100.0,57,86.025018
2180.0,145,86.051502
5110.0,338,86.098183
2170.0,68,86.120891
4900.0,199,86.414277
3060.0,54,86.434614
3210.0,113,86.460016
2430.0,82,86.481873
2170.0,112,86.506068
2130.0,40,86.52261
3020.0,80,86.547404
2000.0,41,86.564624
2610.0,118,86.590534
5030.0,222,86.62597
2430.0,74,86.646139
3900.0,270,86.689946
1150.0,33,86.705861
2220.0,93,86.731028
2300.0,69,86.750589
7580.0,279,86.792726
2250.0,98,86.815057
2190.0,62,86.834372
4620.0,127,87.114715
3860.0,324,87.16227
3300.0,242,87.199645
4540.0,141,87.226525
1110.0,81,87.24685
2170.0,52,87.266001
2100.0,93,87.287585
980.0,50,87.305876
2530.0,110,87.330195
3640.0,150,87.357607
2070.0,34,87.373164
2230.0,62,87.39343
2350.0,126,87.419205
1100.0,66,87.438071
2170.0,52,87.457439
1960.0,19,87.471712
2410.0,122,87.498365
4720.0,117,87.5226
3650.0,147,87.549675
2180.0,73,87.823687
2230.0,74,87.845988
3600.0,100,87.872738
3360.0,182,87.904238
3270.0,211,87.93934
2190.0,52,87.957631
2140.0,35,87.97431
2080.0,81,87.994882
4410.0,206,88.032038
2100.0,103,88.056857
2730.0,236,88.093439
2230.0,52,88.111911
2170.0,50,88.130104
3180.0,54,88.150041
2340.0,121,88.174436
3610.0,131,88.200061
2110.0,30,88.215189
4740.0,143,88.246881
1110.0,41,88.26603
1140.0,82,88.28889
2190.0,82,88.566145
3450.0,109,88.595835
1100.0,28,88.611502
2060.0,59,88.632558
3140.0,100,88.655234
2260.0,239,88.692402
1030.0,27,88.707333
2650.0,142,88.735364
4640.0,161,88.766321
3890.0,165,88.795464
3520.0,132,88.820974
2560.0,89,88.842101
4790.0,210,88.8757
2200.0,43,88.895087
3100.0,102,88.918261
3440.0,106,88.941905
2170.0,54,88.959542
2070.0,36,88.976486
3520.0,122,89.00265
2110.0,52,89.020324
2130.0,42,89.289566
6950.0,204,89.325003
1940.0,17,89.339216
2250.0,48,89.358633
2100.0,63,89.377519
2250.0,74,89.399531
2360.0,95,89.422423
4380.0,153,89.450271
2430.0,112,89.47369
1070.0,145,89.500544
3120.0,60,89.518774
6550.0,249,89.556765
3630.0,237,89.593389
4500.0,193,89.625711
2200.0,73,89.648847
2670.0,120,89.674407
4530.0,124,89.699906
2250.0,60,89.978616
6380.0,242,90.019574
1210.0,43,90.037669
1080.0,40,90.056734
1200.0,70,90.077711
2100.0,63,90.096499
2270.0,62,90.117698
8020.0,238,90.155721
1930.0,142,90.182535
4640.0,129,90.20807
1140.0,38,90.224389
1210.0,39,90.24068
2170.0,78,90.260791
3220.0,76,90.280829
1140.0,50,90.299668
2940.0,92,90.32241
3550.0,233,90.360472
2210.0,152,90.389187
2240.0,233,90.425872
2140.0,93,90.710071
1140.0,62,90.73138
2340.0,83,90.752881
2050.0,48,90.769857
3240.0,78,90.790974
3460.0,174,90.820907
4490.0,242,90.858239
4780.0,185,90.889801
980.0,142,90.917138
3420.0,244,90.955895
4790.0,154,90.984539
2050.0,64,91.003373
3550.0,99,91.026796
4730.0,148,91.054826
2390.0,112,91.079185
2030.0,90,91.101222
1060.0,144,91.383982
1160.0,70,91.405948
3680.0,170,91.438043
1980.0,17,91.456007
